zone_id,x,y
2,53,6
2,53,7
2,53,8
2,53,9
2,53,10
2,53,11
2,53,12
2,53,13
2,53,14
2,53,15
2,53,16
2,53,17
2,53,18
2,53,19
2,54,0
2,54,1
2,54,2
2,54,3
2,54,4
2,54,5
2,54,6
2,54,7
2,54,8
2,54,9
2,54,10
2,54,11
2,54,12
2,54,13
2,54,14
2,54,15
2,54,16
2,54,17
2,54,18
2,54,19
2,55,0
2,55,1
2,55,2
2,55,3
2,55,4
2,55,5
2,55,6
2,55,7
2,55,8
2,55,9
2,55,10
2,55,11
2,55,12
2,55,13
2,55,14
2,55,15
2,55,16
2,55,17
2,55,18
2,55,19
2,56,0
2,56,1
2,56,2
2,56,3
2,56,4
2,56,5
2,56,6
2,56,7
2,56,8
2,56,9
2,56,10
2,56,11
2,56,12
2,56,13
2,56,14
2,56,15
2,56,16
2,56,17
2,56,18
2,56,19
2,57,0
2,57,1
2,57,2
2,57,3
2,57,4
2,57,5
2,57,6
2,57,7
2,57,8
2,57,9
2,57,10
2,57,11
2,57,12
2,57,13
2,57,14
2,57,15
2,57,16
2,57,17
2,57,18
2,57,19
2,58,0
2,58,1
2,58,2
2,58,3
2,58,4
2,58,5
2,58,6
2,58,7
2,58,8
2,58,9
2,58,10
2,58,11
2,58,12
2,58,13
2,58,14
2,58,15
2,58,16
2,58,17
2,58,18
2,58,19
2,59,0
2,59,1
2,59,2
2,59,3
2,59,4
2,59,5
2,59,6
2,59,7
2,59,8
2,59,9
2,59,10
2,59,11
2,59,12
2,59,13
2,59,14
2,59,15
2,59,16
2,59,17
2,59,18
2,59,19
2,60,0
2,60,1
2,60,2
2,60,3
2,60,4
2,60,5
2,60,6
2,60,7
2,60,8
2,60,9
2,60,10
2,60,11
2,60,12
2,60,13
2,60,14
2,60,15
2,60,16
2,60,17
2,60,18
2,60,19
2,61,0
2,61,1
2,61,2
2,61,3
2,61,4
2,61,5
2,61,6
2,61,7
2,61,8
2,61,9
2,61,10
2,61,11
2,61,12
2,61,13
2,61,14
2,61,15
2,61,16
2,61,17
2,61,18
2,61,19
2,62,0
2,62,1
2,62,2
2,62,3
2,62,4
2,62,5
2,62,6
2,62,7
2,62,8
2,62,9
2,62,10
2,62,11
2,62,12
2,62,13
2,62,14
2,62,15
2,62,16
2,62,17
2,62,18
2,62,19
2,63,0
2,63,1
2,63,2
2,63,3
2,63,4
2,63,5
2,63,6
2,63,7
2,63,8
2,63,9
2,63,10
2,63,11
2,63,12
2,63,13
2,63,14
2,63,15
2,63,16
2,63,17
2,63,18
2,63,19
2,64,0
2,64,1
2,64,2
2,64,3
2,64,4
2,64,5
2,64,6
2,64,7
2,64,8
2,64,9
2,64,10
2,64,11
2,64,12
2,64,13
2,64,14
2,64,15
2,64,16
2,64,17
2,64,18
2,64,19
2,65,0
2,65,1
2,65,2
2,65,3
2,65,4
2,65,5
2,65,6
2,65,7
2,65,8
2,65,9
2,65,10
2,65,11
2,65,12
2,65,13
2,65,14
2,65,15
2,65,16
2,65,17
2,65,18
2,65,19
2,66,0
2,66,1
2,66,2
2,66,3
2,66,4
2,66,5
2,66,6
2,66,7
2,66,8
2,66,9
2,66,10
2,66,11
2,66,12
2,66,13
2,66,14
2,66,15
2,66,16
2,66,17
2,66,18
2,66,19
2,67,0
2,67,1
2,67,2
2,67,3
2,67,4
2,67,5
2,67,6
2,67,7
2,67,8
2,67,9
2,67,10
2,67,11
2,67,12
2,67,13
2,67,14
2,67,15
2,67,16
2,67,17
2,67,18
2,67,19
2,68,0
2,68,1
2,68,2
2,68,3
2,68,4
2,68,5
2,68,6
2,68,7
2,68,8
2,68,9
2,68,10
2,68,11
2,68,12
2,68,13
2,68,14
2,68,15
2,68,16
2,68,17
2,68,18
2,68,19
2,69,0
2,69,1
2,69,2
2,69,3
2,69,4
2,69,5
2,69,6
2,69,7
2,69,8
2,69,9
2,69,10
2,69,11
2,69,12
2,69,13
2,69,14
2,69,15
2,69,16
2,69,17
2,69,18
2,69,19
